Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Date Submitted, Abstract, Downloaded?, FileNamePath, all_authors, all_locations, first_author, firstauthor_location, lastauthor, last_author_location, citations
072020-203359,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,116,200000,749010v1,"Novel genetic determinants of telomere length from a multi-ethnic analysis of 75,000 whole genome sequences in TOPMed",9/4/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/749010v1.pdf,Margaret A Taub; Joshua S Weinstock; Kruthika R Iyer; Lisa R Yanek; Matthew P Conomos; Jennifer A Brody; Ali Keramati; Cecelia A Laurie; Marios Arvanitis; Albert V Smith; John Lane; Lewis C Becker; Joshua C Bis; John Blangero; Eugene R Bleecker; Esteban G Burchard; Juan C Celedon; Yen Pei C Chang; Brian Custer; Dawood Darbar; Lisa de las Fuentes; Dawn L DeMeo; Barry I Freedman; Melanie E Garrett; Mark T Gladwin; Susan R Heckbert; Bertha A Hidalgo; Christie Ingram; Marguerite R Irvin; W Craig Johnson; Stefan Kaab; Lenore Launer; Jiwon Lee; Simin Liu; Arden Moscati; Kari E North; Patricia A Peyser; Nicholas Rafaels; Laura M Raffield; Daniel E Weeks; Marsha M Wheeler; L. Keoki Williams; Wei Zhao; Mary Armanios; Stella Aslibekyan; Paul L Auer; Donald W Bowden; Brian E Cade; Ida Yii-Der Chen; Michael H Cho; L Adrienne Cupples; Joanne E Curran; Michelle Daya; Ranjan Deka; Xiuqing Guo; Lifang Hou; Shih-Jen Hwang; Jill M Johnsen; Eimear E Kenny; Albert M Levin; Chunyu Liu; Ryan L Minster; Mehdi Nouraie; Ester C Sabino; Jennifer A Smith; Nicholas L Smith; Jessica Lasky Su; Marilyn J Telen; Hemant K Tiwari; Russell P Tracy; Marquitta J White; Yingze Zhang; Kerri L Wiggins; Scott T Weiss; Ramachandran S Vasan; Kent D Taylor; Moritz F Sinner; Edwin K Silverman; M. Benjamin Shoemaker; Wayne H-H Sheu; Jerome I Rotter; Susan Redline; Bruce M Psaty; Juan M Peralta; Nicholette D Palmer; Ruth JF Loos; Courtney G Montgomery; Braxton D Mitchell; Deborah A Meyers; Stephen T McGarvey; Angel CY Mak; Rajesh Kumar; Charles Kooperberg; Barbara A Konkle; Shannon Kelly; Sharon LR Kardia; Robert Kaplan; Jiang He; Hongsheng Gui; Myriam Fornage; Patrick T Ellinor; Mariza de Andrade; Adolfo Correa; Eric Boerwinkle; Kathleen C Barnes; Allison E Ashley-Koch; Donna K Arnett; Christine Albert; Cathy C Laurie; Goncalo Abecasis; Abraham Aviv; Deborah A Nickerson; James G Wilson; Stephen S Rich; Daniel Levy; Alexis Battle; Thomas W Blackwell; Ingo Ruczinski; Timothy Thornton; Jeff O’Connell; James A Perry; Nathan Pankratz; Alexander P Reiner; Rasika A Mathias,,Margaret A Taub,,Rasika A Mathias,,
072020-203210,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,70,200000,755991v1,Defined factors to reactivate cell cycle activity in adult mouse cardiomyocytes,9/3/19,"Adult mammalian cardiomyocytes exit the cell cycle during the neonatal period, commensurate with the loss of regenerative capacity in adult mammalian hearts. We established conditions for long-term culture of adult mouse cardiomyocytes that are genetically labeled with fluorescence. This technique permits reliable analyses of proliferation of pre-existing cardiomyocytes without complications from cardiomyocyte marker expression loss due to dedifferentiation or significant contribution from cardiac progenitor cell expansion and differentiation in culture. Using this system, we took a candidate gene approach to screen for fetal-specific proliferative gene programs that can induce proliferation of adult mouse cardiomyocytes. Using pooled gene delivery and subtractive gene elimination, we identified a novel functional interaction between E2f Transcription Factor 2 (E2f2) and Brain Expressed X-Linked (Bex)/Transcription elongation factor A-like (Tceal) superfamily members Bex1 and Tceal8. Specifically, Bex1 and Tceal8 both preserved cell viability during E2f2-induced cell cycle re-entry. Although Tceal8 inhibited E2f2-induced S-phase re-entry, Bex1 facilitated DNA synthesis while inhibiting cell death. In sum, our study provides a valuable method for adult cardiomyocyte proliferation research and suggests that Bex family proteins may function in modulating cell proliferation and death decisions during cardiomyocyte development and maturation.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/755991v1.pdf,Justin Judd; Jonathan Lovas; Guo N. Huang,,Justin Judd,,Guo N. Huang,,
072020-203641,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,176,200000,748236v1,BRD2 regulation of sigma-2 receptor expression upon cytosolic cholesterol deprivation,8/28/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/748236v1.pdf,Hongtao Shen; Jing Li; Xiujie Xie; Huan Yang; Mengxue Zhang; Bowen Wang; K. Craig Kent; Jorge Plutzky; Lian-Wang Guo,,Hongtao Shen,,Lian-Wang Guo,,
072020-203752,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,202,200000,741488v1,Healthcare professionals and students’ awareness of Chagas disease: design and validation of ChaLKS (Chagas Level of Knowledge Scale),8/20/19,Background There are few studies evaluating awareness of Chagas disease among healthcare professionals attending migrants from Latin America or working in Chagas-endemic areas. The objective of this study was to design and validate instruments for assessing knowledge about Chagas disease among healthcare students and residents as well as students and professionals of social and other health science disciplines.,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/741488v1.pdf,José M. Ramos-Rincón; José J. Mira-Solves; Violeta Ramos-Sesma; Diego Torrús-Tendero; Jara Llenas-García; Miriam Navarro,,José M. Ramos-Rincón,,Miriam Navarro,,
072020-202941,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,12,200000,741504v1,Predicting 30-day Hospital Readmissions Using Artificial Neural Networks with Medical Code Embedding,8/20/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/741504v1.pdf,Wenshuo Liu; Karandeep Singh; Andrew M. Ryan; Devraj Sukul; Elham Mahmoudi; Akbar K. Waljee; Cooper M. Stansbury; Ji Zhu; Brahmajee K. Nallamothu,,Wenshuo Liu,,Brahmajee K. Nallamothu,,
072020-203551,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,156,200000,739144v1,Sirolimus plus nintedanib treats vascular pathology in HHT mouse models,8/18/19,"Hereditary hemorrhagic telangiectasia (HHT), a genetic bleeding disorder leading to systemic arteriovenous malformations (AVMs), is caused by loss-of-function mutations in the ALK1-ENG-Smad1/5/8 pathway. Evidence suggests that HHT pathogenesis strongly relies on overactivated PI3K-Akt-mTOR and VEGFR2 pathways in endothelial cells (ECs). In the BMP9/10-immunoblocked (BMP9/10ib) neonatal mouse model of HHT, we report here that the mTOR inhibitor, sirolimus, and the receptor tyrosine-kinase inhibitor, nintedanib, could synergistically fully block, but also reversed, retinal AVMs to avert retinal bleeding and anemia. Sirolimus plus nintedanib prevented vascular pathology in the oral mucosa, lungs, and liver of the BMP9/10ib mice, as well as significantly reduced gastrointestinal bleeding and anemia in inducible ALK1-deficient adult mice. Mechanistically, in vivo in BMP9/10ib mouse ECs, sirolimus and nintedanib blocked the overactivation of mTOR and VEGFR2, respectively. Furthermore, we found that sirolimus activated ALK2-mediated Smad1/5/8 signaling in primary ECs—including in HHT patient blood outgrowth ECs—and partially rescued Smad1/5/8 activity in vivo in BMP9/10ib mouse ECs. These data demonstrate that the combined correction of endothelial Smad1/5/8, mTOR, and VEGFR2 pathways opposes HHT pathogenesis. Repurposing of sirolimus plus nintedanib might provide therapeutic benefit in HHT patients.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/739144v1.pdf,Santiago Ruiz; Haitian Zhao; Pallavi Chandakkar; Julien Papoin; Hyunwoo Choi; Aya Nomura-Kitabayashi; Radhika Patel; Matthew Gillen; Li Diao; Prodyot K. Chatterjee; Mingzhu He; Yousef Al-Abed; Ping Wang; Christine N. Metz; S. Paul Oh; Lionel Blanc; Fabien Campagne; Philippe Marambaud,,Santiago Ruiz,,Philippe Marambaud,,
072020-203000,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,19,200000,733105v1,Early post-zygotic mutations contribute to congenital heart disease,8/13/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/733105v1.pdf,Alexander Hsieh; Sarah U. Morton; Jon A.L. Willcox; Joshua M. Gorham; Angela C. Tai; Hongjian Qi; Steven DePalma; David McKean; Emily Griffin; Kathryn B. Manheimer; Daniel Bernstein; Richard W. Kim; Jane W. Newburger; George A. Porter Jr.; Deepak Srivastava; Martin Tristani-Firouzi; Martina Brueckner; Richard P. Lifton; Elizabeth Goldmuntz; Bruce D. Gelb; Wendy K. Chung; Christine E. Seidman; J. G. Seidman; Yufeng Shen,,Alexander Hsieh,,Yufeng Shen,,
072020-203221,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,75,200000,732339v1,"Reversible Mitochondrial Fragmentation in iPSC-Derived Cardiomyocytes from Children with DCMA, a Mitochondrial Cardiomyopathy",8/12/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/732339v1.pdf,Leili Rohani; Pranav Machiraju; Rasha Sabouny; Guoliang Meng; Shiying Liu; Tian Zhao; Fatima Iqbal; Amir Ravandi; Joseph C. Wu; Aneal Khan; Timothy Shutt; Derrick Rancourt; Steven C. Greenway,,Leili Rohani,,Steven C. Greenway,,
072020-203732,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,194,200000,731679v1,Structural insights into the mechanism of the human soluble guanylate cyclase,8/10/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/731679v1.pdf,Yunlu Kang; Rui Liu; Jing-Xiang Wu; Lei Chen,,Yunlu Kang,,Lei Chen,,
072020-203320,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,102,200000,731448v1,"The circulating lipidome is largely defined by sex descriptors in the GOLDN, GeneBank and the ADNI studies",8/10/19,"Biological sex is one of the major anthropometric factors which influences physiology, metabolism and health status. We have investigated the effect of sexual dimorphism on the blood lipidome profile in three large population level studies - the Alzheimer’s disease neuroimaging initiative - ADNI (n =806), the GeneBank Functional Cardio-Metabolomics cohort (n= 1015) and the Genetics of Lipid lowering Drugs and Diet Network - GOLDN (n=422). In total, 355 unique lipids from 15 lipid classes were detected across all three studies using LC-MS. Sixty percent of these lipids differed between men and women in all three cohorts, and up to 87% of all lipids demonstrated sex differences in at least one cohort. ChemRICH enrichment statistics on lipid classes showed that phosphatidylcholines, phosphatidylethanolamines, phosphatidylinositols, ceramides, sphingomyelins and cholesterol esters were found at higher levels in female subjects while triacylglycerols and lysophosphatidylcholines were found at higher levels in male participants across the three cohorts. This strong sex effect on the blood lipidome suggests that specific regulatory mechanisms may exist that regulate lipid metabolism in a different manner between men and women. Cohort studies involving blood lipidomics should consider separate analyses for male and female participants instead of combined analyses treating sex as a confounding factor.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/731448v1.pdf,Dinesh Kumar Barupal; Ying Zhang; Sili Fan; Stanley L. Hazen; W. H. Wilson Tang; Tomas Cajka; Marguerite R. Irvin; Donna K. Arnett; Tobias Kind; Rima Kaddurah-Daouk; Oliver Fiehn,,Dinesh Kumar Barupal,,Oliver Fiehn,,
072020-203502,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,142,200000,726646v1,Genetic and molecular mechanism for distinct clinical phenotypes conveyed by allelic truncating mutations implicated in FBN1,8/8/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/726646v1.pdf,Mao Lin; Zhenlei Liu; Gang Liu; Sen Zhao; Chao Li; Weisheng Chen; Zeynep Coban Akdemir; Jiachen Lin; Xiaofei Song; Shengru Wang; Qiming Xu; Yanxue Zhao; Lianlei Wang; Yuanqiang Zhang; Zihui Yan; Sen Liu; Jiaqi Liu; Yixin Chen; Xu Yang; Tianshu Sun; Xin-Zhuang Yang; Yuchen Niu; Xiaoxin Li; Wesley You; Bintao Qiu; Chen Ding; Pengfei Liu; Shuyang Zhang; Claudia M. B. Carvalho; Jennifer E. Posey; Guixing Qiu; James R. Lupski; Zhihong Wu; Jianguo Zhang; Nan Wu,,Mao Lin,,Nan Wu,,
072020-203718,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,188,200000,728550v1,Mesenchymal Stem/ Stromal Cells metabolomic and bioactive factors profiles: a comparative analysis on the Umbilical Cord and Dental Pulp derived Stem/ Stromal Cells secretome,8/7/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/728550v1.pdf,AR Caseiro; SS Pedrosa; G Ivanova; MV Branquinho; A Almeida; F Faria; I Amorim; T Pereira; AC Maurício,,AR Caseiro,,AC Maurício,,
072020-203238,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,83,200000,721472v1,Mutations of R882 in DNMT3A change flanking sequence preferences and cellular methylation patterns in AML,8/1/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/721472v1.pdf,Max Emperle; Sabrina Adam; Stefan Kunert; Michael Dukatz; Annika Baude; Christoph Plass; Philipp Rathert; Pavel Bashtrykov; Albert Jeltsch,,Max Emperle,,Albert Jeltsch,,
072020-203406,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,121,200000,530881v4,Evaluating potential drug targets through human loss-of-function genetic variation,7/30/19,"Naturally occurring human genetic variants predicted to cause loss of function of protein-coding genes provide an in vivo model of human gene inactivation that complements cell and model organism knockout studies. Here we investigate the application of human loss-of-function variants to assess genes as candidate drug targets, with three key findings. First, even essential genes, where loss-of-function variants are not tolerated, can be highly successful as targets of inhibitory drugs. Second, in most genes, loss-of-function variants are sufficiently rare that genotype-based ascertainment of homozygous or compound heterozygous “knockout” humans will await sample sizes ~1,000 times those available at present. Third, automated variant annotation and filtering are powerful, but manual curation remains critical for removing artifacts and making biological inferences, and is a prerequisite for recall-by-genotype efforts. Our results provide a roadmap for human “knockout” studies and should guide interpretation of loss-of-function variants in drug development.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/530881v4.pdf,Eric Vallabh Minikel; Konrad J Karczewski; Hilary C Martin; Beryl B Cummings; Nicola Whiffin; Daniel Rhodes; Jessica Alföldi; Richard C Trembath; David A van Heel; Mark J Daly; Stuart L Schreiber; Daniel G MacArthur,,Eric Vallabh Minikel,,Daniel G MacArthur,,
072020-203031,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,31,200000,712398v2,Multi-ancestry GWAS of the electrocardiographic PR interval identifies 210 loci underlying cardiac conduction,7/30/19,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/712398v2.pdf,Ioanna Ntalla; Lu-Chen Weng; James H. Cartwright; Amelia Weber Hall; Gardar Sveinbjornsson; Nathan R. Tucker; Seung Hoan Choi; Mark D. Chaffin; Carolina Roselli; Michael R. Barnes; Borbala Mifsud; Helen R. Warren; Caroline Hayward; Jonathan Marten; James J. Cranley; Maria Pina Concas; Paolo Gasparini; Thibaud Boutin; Ivana Kolcic; Ozren Polasek; Igor Rudan; Nathalia M. Araujo; Maria Fernanda Lima-Costa; Antonio Luiz P. Ribeiro; Renan P. Souza; Eduardo Tarazona-Santos; Vilmantas Giedraitis; Erik Ingelsson; Anubha Mahajan; Andrew P. Morris; Greco M. Fabiola Del; Luisa Foco; Martin Gögele; Andrew A. Hicks; James P. Cook; Lars Lind; Cecilia M. Lindgren; Johan Sundström; Christopher P. Nelson; Muhammad B. Riaz; Nilesh J. Samani; Gianfranco Sinagra; Sheila Ulivi; Mika Kähönen; Pashupati P. Mishra; Nina Mononen; Kjell Nikus; Mark J. Caulfield; Anna Dominiczak; Sandosh Padmanabhan; May E. Montasser; Jeff R. O’Connell; Kathleen Ryan; Alan R. Shuldiner; Stefanie Aeschbacher; David Conen; Lorenz Risch; Sébastien Thériault; Nina Hutri-Kähönen; Terho Lehtimäki; Leo-Pekka Lyytikäinen; Olli T. Raitakari; Catriona L. K. Barnes; Harry Campbell; Peter K. Joshi; James F. Wilson; Aaron Isaacs; Jan A. Kors; Cornelia M. van Duijn; Paul L. Huang; Vilmundur Gudnason; Tamara B. Harris; Lenore J. Launer; Albert V. Smith; Erwin P. Bottinger; Ruth J. F. Loos; Girish N. Nadkarni; Michael H. Preuss; Adolfo Correa; Hao Mei; James Wilson; Thomas Meitinger; Martina Müller-Nurasyid; Annette Peters; Melanie Waldenberger; Massimo Mangino; Timothy D. Spector; Michiel Rienstra; Yordi J. van de Vegte; Pim van der Harst; Niek Verweij; Stefan Kääb; Katharina Schramm; Moritz F. Sinner; Konstantin Strauch; Michael J. Cutler; Diane Fatkin; Barry London; Morten Olesen; Dan M. Roden; M. Benjamin Shoemaker; J. Gustav Smith; Mary L. Biggs; Joshua C. Bis; Jennifer A. Brody; Bruce M. Psaty; Ken Rice; Nona Sotoodehnia; Alessandro De Grandi; Christian Fuchsberger; Cristian Pattaro; Peter P. Pramstaller; Ian Ford; J. Wouter Jukema; Peter W. Macfarlane; Stella Trompet; Marcus Dörr; Stephan B. Felix; Uwe Völker; Stefan Weiss; Aki S. Havulinna; Antti Jula; Katri Sääksjärvi; Veikko Salomaa; Xiuqing Guo; Susan R. Heckbert; Henry J. Lin; Jerome I. Rotter; Kent D. Taylor; Jie Yao; Renée de Mutsert; Arie C. Maan; Dennis O. Mook-Kanamori; Raymond Noordam; Francesco Cucca; Jun Ding; Edward G. Lakatta; Yong Qian; Kirill V. Tarasov; Daniel Levy; Honghuang Lin; Christopher H. Newton-Cheh; Kathryn L. Lunetta; Alison D. Murray; David J. Porteous; Blair H. Smith; Bruno H. Stricker; André Uitterlinden; Marten E. van den Berg; Jeffrey Haessler; Rebecca D. Jackson; Charles Kooperberg; Ulrike Peters; Alexander P. Reiner; Eric A. Whitsel; Alvaro Alonso; Dan E. Arking; Eric Boerwinkle; Georg B. Ehret; Elsayed Z. Soliman; Christy L. Avery; Stephanie M. Gogarten; Kathleen F. Kerr; Cathy C. Laurie; Amanda A. Seyerle; Adrienne Stilp; Solmaz Assa; M. Abdullah Said; M. Yldau van der Ende; Pier D. Lambiase; Michele Orini; Julia Ramirez; Stefan Van Duijvenboden; David O. Arnar; Daniel F. Gudbjartsson; Hilma Holm; Patrick Sulem; Gudmar Thorleifsson; Rosa B. Thorolfsdottir; Unnur Thorsteinsdottir; Emelia J. Benjamin; Andrew Tinker; Kari Stefansson; Patrick T. Ellinor; Yalda Jamshidi; Steven A. Lubitz; Patricia B. Munroe,,Ioanna Ntalla,,Patricia B. Munroe,,
